2020-07-25 18:26:02,256 SSD INFO: Using 1 GPUs
2020-07-25 18:26:02,256 SSD INFO: Namespace(config_file='configs/vgg_ssd300_voc0712.yaml', distributed=False, eval_step=2500, local_rank=0, log_step=10, num_gpus=1, opts=[], save_step=2500, skip_test=False, use_tensorboard=True)
2020-07-25 18:26:02,256 SSD INFO: Loaded configuration file configs/vgg_ssd300_voc0712.yaml
2020-07-25 18:26:02,256 SSD INFO: 
MODEL:
  NUM_CLASSES: 21
INPUT:
  IMAGE_SIZE: 300
DATASETS:
  TRAIN: ("voc_2007_trainval", "voc_2012_trainval")
  TEST: ("voc_2007_test", )
SOLVER:
  MAX_ITER: 120000
  LR_STEPS: [80000, 100000]
  GAMMA: 0.1
  BATCH_SIZE: 32
  LR: 1e-3

OUTPUT_DIR: 'outputs/vgg_ssd300_voc0712'
2020-07-25 18:26:02,256 SSD INFO: Running with config:
DATASETS:
  TEST: ('voc_2007_test',)
  TRAIN: ('voc_2007_trainval', 'voc_2012_trainval')
DATA_LOADER:
  NUM_WORKERS: 8
  PIN_MEMORY: True
INPUT:
  IMAGE_SIZE: 300
  PIXEL_MEAN: [123, 117, 104]
MODEL:
  BACKBONE:
    NAME: vgg
    OUT_CHANNELS: (512, 1024, 512, 256, 256, 256)
    PRETRAINED: True
  BOX_HEAD:
    NAME: SSDBoxHead
    PREDICTOR: SSDBoxPredictor
  CENTER_VARIANCE: 0.1
  DEVICE: cuda
  META_ARCHITECTURE: SSDDetector
  NEG_POS_RATIO: 3
  NUM_CLASSES: 21
  PRIORS:
    ASPECT_RATIOS: [[2], [2, 3], [2, 3], [2, 3], [2], [2]]
    BOXES_PER_LOCATION: [4, 6, 6, 6, 4, 4]
    CLIP: True
    FEATURE_MAPS: [38, 19, 10, 5, 3, 1]
    MAX_SIZES: [60, 111, 162, 213, 264, 315]
    MIN_SIZES: [30, 60, 111, 162, 213, 264]
    STRIDES: [8, 16, 32, 64, 100, 300]
  SIZE_VARIANCE: 0.2
  THRESHOLD: 0.5
OUTPUT_DIR: outputs/vgg_ssd300_voc0712
SOLVER:
  BATCH_SIZE: 32
  GAMMA: 0.1
  LR: 0.001
  LR_STEPS: [80000, 100000]
  MAX_ITER: 120000
  MOMENTUM: 0.9
  WARMUP_FACTOR: 0.3333333333333333
  WARMUP_ITERS: 500
  WEIGHT_DECAY: 0.0005
TEST:
  BATCH_SIZE: 10
  CONFIDENCE_THRESHOLD: 0.01
  MAX_PER_CLASS: -1
  MAX_PER_IMAGE: 100
  NMS_THRESHOLD: 0.45
2020-07-25 18:26:03,808 SSD.trainer INFO: No checkpoint found.
2020-07-25 18:26:03,820 SSD.trainer INFO: Start training ...
2020-07-25 18:26:23,946 SSD.trainer INFO: iter: 000010, lr: 0.00035, total_loss: 20.891 (20.891), reg_loss: 3.079 (3.079), cls_loss: 17.812 (17.812), time: 2.002 (2.002), eta: 2 days, 18:44:22, mem: 6228M
2020-07-25 18:26:34,366 SSD.trainer INFO: iter: 000020, lr: 0.00036, total_loss: 15.958 (18.424), reg_loss: 2.900 (2.990), cls_loss: 13.058 (15.435), time: 1.042 (1.522), eta: 2 days, 2:43:49, mem: 6228M
2020-07-25 18:26:44,801 SSD.trainer INFO: iter: 000030, lr: 0.00037, total_loss: 15.065 (17.304), reg_loss: 2.863 (2.947), cls_loss: 12.202 (14.357), time: 1.043 (1.363), eta: 1 day, 21:24:30, mem: 6228M
2020-07-25 18:26:55,271 SSD.trainer INFO: iter: 000040, lr: 0.00039, total_loss: 14.135 (16.512), reg_loss: 2.905 (2.937), cls_loss: 11.231 (13.575), time: 1.047 (1.284), eta: 1 day, 18:46:33, mem: 6228M
2020-07-25 18:27:05,697 SSD.trainer INFO: iter: 000050, lr: 0.00040, total_loss: 12.386 (15.687), reg_loss: 2.818 (2.913), cls_loss: 9.568 (12.774), time: 1.043 (1.235), eta: 1 day, 17:09:55, mem: 6228M
2020-07-25 18:27:16,089 SSD.trainer INFO: iter: 000060, lr: 0.00041, total_loss: 10.611 (14.841), reg_loss: 2.760 (2.888), cls_loss: 7.851 (11.953), time: 1.039 (1.203), eta: 1 day, 16:04:19, mem: 6228M
2020-07-25 18:27:26,522 SSD.trainer INFO: iter: 000070, lr: 0.00043, total_loss: 9.336 (14.055), reg_loss: 2.601 (2.847), cls_loss: 6.735 (11.208), time: 1.043 (1.180), eta: 1 day, 15:18:37, mem: 6228M
2020-07-25 18:27:36,924 SSD.trainer INFO: iter: 000080, lr: 0.00044, total_loss: 8.790 (13.397), reg_loss: 2.694 (2.828), cls_loss: 6.096 (10.569), time: 1.040 (1.163), eta: 1 day, 14:43:28, mem: 6228M
2020-07-25 18:27:47,360 SSD.trainer INFO: iter: 000090, lr: 0.00045, total_loss: 8.526 (12.855), reg_loss: 2.647 (2.808), cls_loss: 5.879 (10.048), time: 1.044 (1.149), eta: 1 day, 14:16:52, mem: 6228M
2020-07-25 18:27:57,797 SSD.trainer INFO: iter: 000100, lr: 0.00047, total_loss: 8.321 (12.402), reg_loss: 2.644 (2.791), cls_loss: 5.677 (9.611), time: 1.044 (1.139), eta: 1 day, 13:55:35, mem: 6228M
2020-07-25 18:28:08,246 SSD.trainer INFO: iter: 000110, lr: 0.00048, total_loss: 8.073 (12.008), reg_loss: 2.573 (2.771), cls_loss: 5.500 (9.237), time: 1.045 (1.130), eta: 1 day, 13:38:19, mem: 6228M
2020-07-25 18:28:18,653 SSD.trainer INFO: iter: 000120, lr: 0.00049, total_loss: 7.595 (11.641), reg_loss: 2.481 (2.747), cls_loss: 5.114 (8.893), time: 1.041 (1.123), eta: 1 day, 13:23:15, mem: 6228M
2020-07-25 18:28:29,068 SSD.trainer INFO: iter: 000130, lr: 0.00051, total_loss: 7.617 (11.331), reg_loss: 2.461 (2.725), cls_loss: 5.156 (8.606), time: 1.041 (1.117), eta: 1 day, 13:10:35, mem: 6228M
2020-07-25 18:28:39,470 SSD.trainer INFO: iter: 000140, lr: 0.00052, total_loss: 7.639 (11.067), reg_loss: 2.469 (2.707), cls_loss: 5.170 (8.361), time: 1.040 (1.111), eta: 1 day, 12:59:30, mem: 6228M
2020-07-25 18:28:49,887 SSD.trainer INFO: iter: 000150, lr: 0.00053, total_loss: 7.349 (10.819), reg_loss: 2.358 (2.684), cls_loss: 4.991 (8.136), time: 1.042 (1.106), eta: 1 day, 12:50:05, mem: 6228M
2020-07-25 18:29:00,313 SSD.trainer INFO: iter: 000160, lr: 0.00055, total_loss: 7.500 (10.612), reg_loss: 2.333 (2.662), cls_loss: 5.167 (7.950), time: 1.043 (1.102), eta: 1 day, 12:41:56, mem: 6228M
2020-07-25 18:29:10,731 SSD.trainer INFO: iter: 000170, lr: 0.00056, total_loss: 7.388 (10.422), reg_loss: 2.348 (2.643), cls_loss: 5.040 (7.779), time: 1.042 (1.099), eta: 1 day, 12:34:37, mem: 6228M
2020-07-25 18:29:21,157 SSD.trainer INFO: iter: 000180, lr: 0.00057, total_loss: 7.476 (10.259), reg_loss: 2.340 (2.626), cls_loss: 5.136 (7.632), time: 1.043 (1.096), eta: 1 day, 12:28:12, mem: 6228M
2020-07-25 18:29:31,597 SSD.trainer INFO: iter: 000190, lr: 0.00059, total_loss: 7.443 (10.111), reg_loss: 2.344 (2.612), cls_loss: 5.099 (7.499), time: 1.044 (1.093), eta: 1 day, 12:22:34, mem: 6228M
2020-07-25 18:29:42,031 SSD.trainer INFO: iter: 000200, lr: 0.00060, total_loss: 7.228 (9.966), reg_loss: 2.230 (2.592), cls_loss: 4.998 (7.374), time: 1.043 (1.091), eta: 1 day, 12:17:26, mem: 6228M
2020-07-25 18:29:52,491 SSD.trainer INFO: iter: 000210, lr: 0.00061, total_loss: 7.415 (9.845), reg_loss: 2.330 (2.580), cls_loss: 5.085 (7.265), time: 1.046 (1.088), eta: 1 day, 12:13:01, mem: 6228M
2020-07-25 18:30:02,906 SSD.trainer INFO: iter: 000220, lr: 0.00063, total_loss: 7.404 (9.734), reg_loss: 2.262 (2.566), cls_loss: 5.142 (7.168), time: 1.042 (1.086), eta: 1 day, 12:08:35, mem: 6228M
